BI00B32DE    TT2094         20220818180D0204030              AVSSH 0.75F B            CCN000001000000001000FN00000000020220901000001000NNM23 20220810164719    1W    00000100000000934000000000032DE    TVYEV-TV000000000000VT328076
BI00B32DE    @TT2093        20220818181F21031ZZ              AVSSHCS-S 1.25FX2 B/P    CCN000000200000000200FN00000000020220901000000200NNM23 20220810162113    1W    00000020000004267300000000032DE    TVYEV-TV000000000000VT228031
BI00B32DE    @TT209D        20220825181E50005ZZ              AVSSCS-S 0.5FX1 DGY/W    CCN000002000000000800FN00000000020220901000000800NNE00 20220810155931    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VV228002
BI00B32DE    @TT209D        20220818181F21031ZZ              AVSSHCS-S 1.25FX2 B/P    CCN000000200000000200FN00000000020220901000000200NNE23 20220810162131    1W    00000020000004267300000000032DE    TVYEV-TV000000000000VV228013
BI00B32DE    TT2102         2022081818007703760              AVSS 0.3F G              CCN000002000000002000FN00000000020221001000002000NNM24 20220810164834    1W    00000200000000496000000000032DE    TVYEV-TV000000000000VT528064
BI00B32DE    TT2104         2022090818007703952              AVSS 0.5F P              CCN000001500000001500FN00000000020221001000001500NNM23 20220810164534    1W    00000150000000674000000000032DE    TVYEV-TV000000000000VT229098
BI00B32DE    TT2103         2022090818007704143              AVSS 1.25F W/B           CCN000002400000002400FN00000000020221001000002400NNM23 20220810164606    1W    00000080000001389000000000032DE    TVYEV-TV000000000000VT129098
BI00B32DE    TT2103         20220908180D0203964              AVSSH 0.5F G/W           CCN000001500000001500FN00000000020221001000001500NNM23 20220810164642    1W    00000150000000689000000000032DE    TVYEV-TV000000000000VT129037
BI00B32DE    TT2101         20220818180D0203945              AVSSH 0.5F W/R           CCN000003000000003000FN00000000020221001000003000NNM21 20220810155848    1W    00000150000000689000000000032DE    TVYEV-TV000000000000VT428040
BI00B32DE    TT2103         20220908180D0204059              AVSSH 0.75F R/L          CCN000002000000002000FN00000000020221001000002000NNM23 20220810164739    1W    00000100000000934000000000032DE    TVYEV-TV000000000000VT129063
BI00B32DE    TT2102         20220908180D0204040              AVSSH 0.75F W            CCN000001000000001000FN00000000020221001000001000NNM23 20220810164759    1W    00000100000000934000000000032DE    TVYEV-TV000000000000VT528054
BI00B32DE    @TT2103        20220915181E50000ZZ              AVSSCS-S 0.5FX1 DGY/BR   CCN000002000000002000FN00000000020221001000002000NNM23 20220810162353    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VT129004
BI00B32DE    @TT2101        20220818181F21031ZZ              AVSSHCS-S 1.25FX2 B/P    CCN000000200000000200FN00000000020221001000000200NNM21 20220810160035    1W    00000020000004267300000000032DE    TVYEV-TV000000000000VT428012
BI00B32DE    @TT2102        20220901181F21031ZZ              AVSSHCS-S 1.25FX2 B/P    CCN000000200000000200FN00000000020221001000000200NNM23 20220810162322    1W    00000020000004267300000000032DE    TVYEV-TV000000000000VT528014
BI00B32DE    @TT209D        20220818181E50005ZZ              AVSSCS-S 0.5FX1 DGY/W    CCN000001200000001200FN00000000020220901000001200NNE21 20220810155931    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VV228002
BI00B32E1    WC2121         2022092118000004530              AV 8 B                   CCN000000500000000500FN00000000020221101000000500NNM   20220810092044    1W    00000010000010466200000000032E1    SPYSE   000000000000KC129001
BI00B32E1    WC2122         2022092818000004530              AV 8 B                   CCN000000500000000500FN00000000020221101000000500NNM   20220810092044    1W    00000010000010466200000000032E1    SPYSE   000000000000KC229001
BI00B32E1    WC2123         2022100518000004530              AV 8 B                   CCN000000500000000500FN00000000020221101000000500NNM   20220810092044    1W    00000010000010466200000000032E1    SPYSE   000000000000KC329001
BI00B32E1    WC2121         2022092118000004570              AV 8 Y                   CCN000001000000001000FN00000000020221101000001000NNM   20220810092044    1W    00000010000010466200000000032E1    SPYSE   000000000000KC129002
BI00B32E1    WC2122         2022092818000004570              AV 8 Y                   CCN000000500000000500FN00000000020221101000000500NNM   20220810092044    1W    00000010000010466200000000032E1    SPYSE   000000000000KC229002
BI00B32E1    WC2123         2022100518000004570              AV 8 Y                   CCN000000500000000500FN00000000020221101000000500NNM   20220810092044    1W    00000010000010466200000000032E1    SPYSE   000000000000KC329002
BI00B32E2    @WY2121        20220921181B09116K3              CAVSAS 0.3X2 GY/P        CCN000002450000002450FN00000000020221101000002450NNM   20220810092230    1W    00000035000002254000000000032E2    SPYSE   000000000000KZ129001
BI00B32E2    @WY2122        20220928181B09116K3              CAVSAS 0.3X2 GY/P        CCN000001750000001750FN00000000020221101000001750NNM   20220810092230    1W    00000035000002254000000000032E2    SPYSE   000000000000KZ229001
BI00B32E2    @WY2123        20221005181B09116K3              CAVSAS 0.3X2 GY/P        CCN000001750000001750FN00000000020221101000001750NNM   20220810092230    1W    00000035000002254000000000032E2    SPYSE   000000000000KZ329001
BI00B32E2    @WY2124        20221012181B09116K3              CAVSAS 0.3X2 GY/P        CCN000002450000002450FN00000000020221101000002450NNM   20220810092230    1W    00000035000002254000000000032E2    SPYSE   000000000000KZ429001
BI00B32E2    @WY2121        20220921181D69102A8              AVSSHCS 0.5FX2 B/P       CCN000000300000000300FN00000000020221101000000300NNM   20220810092230    1W    00000030000002385000000000032E2    SPYSE   000000000000KZ129002
BI00B32E2    @WY2121        20220921181E50016ZZ              AVSSCS-S 0.5FX2 DGY/R    CCN000000600000000600FN00000000020221101000000600NNM   20220810092230    1W    00000030000003096000000000032E2    SPYSE   000000000000KZ129003
BI00B32M8    PM2209C MW     2022082418007704190              AVSS 1.25F L             CCN000000800000000800FN00000000020220901000000800NNE   20220810091318    1W    00000080000001389000000000032M8    PMPEMI  000000000000IK228001
BI00B32M8    @PM2209CTMW    20220824181CQ7003ZZ              IVSSHCS-S 0.5FX2 B(B,W)  CCN000000600000000600FN00000000020220901000000600NNE   20220810091317    1W    00000030000002350200000000032M8    PMPEMI  000000000000ID228001
BI00B32M8    @PM2209CTMW    20220824181CQ7004ZZ              IVSSHCS-S 0.5FX2 B(R,G)  CCN000000600000000600FN00000000020220901000000600NNE   20220810091317    1W    00000030000002350200000000032M8    PMPEMI  000000000000ID228002
