BI00B32DE    @TT210E        20220922181E50006ZZ              AVSSCS-S 0.5FX1 DGY/Y    CCN000002000000002000FN00000000020221001000002000NNE20 20220914121545    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VS229004
BI00B32DE    @TT210E        20220922181E50007ZZ              AVSSCS-S 0.5FX1 DGY/L    CCN000002800000002800FN00000000020221001000002800NNE20 20220914121545    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VS229002
BI00B32DE    @TT211A        20221012181E50000ZZ              AVSSCS-S 0.5FX1 DGY/BR   CCN000000400000000400FN00000000020221101000000400NNE   20220914152622    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VW429002
BI00B32DE    @TT211A        20221012181E50005ZZ              AVSSCS-S 0.5FX1 DGY/W    CCN000001200000001200FN00000000020221101000001200NNE   20220914152622    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VW429004
BI00B32DE    @TT211A        20221012181E50006ZZ              AVSSCS-S 0.5FX1 DGY/Y    CCN000001600000001600FN00000000020221101000001600NNE   20220914152622    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VW429005
BI00B32DE    @TT211A        20221012181E50007ZZ              AVSSCS-S 0.5FX1 DGY/L    CCN000001200000001200FN00000000020221101000001200NNE   20220914152622    1W    00000040000001909700000000032DE    TVYEV-TV000000000000VW429003
BI00B32DE    @TT211A        20221012181AD2002ZZ              CIVUSAS-S 0.35X2 B       CCN000002250000002250FN00000000020221101000002250NNE   20220914152622    1W    00000045000001713700000000032DE    TVYEV-TV000000000000VW429001
BI00B32GE    DHTW2250       2022102018000004530              AV 8 B                   CCN000033100000033100FN00000000020221201000033100NNE   20220914160557    1W    00000010000010466200000000032GE    GEYKHT  000000000000RA12A062
BI00B32GE    DHTW2250       2022102018000004534              AV 8 B/W                 CCN000004500000004500FN00000000020221201000004500NNE   20220914160557    1W    00000010000010466200000000032GE    GEYKHT  000000000000RA12A064
BI00B32GE    DHTW2250       2022102018000004535              AV 8 B/R                 CCN000007400000007400FN00000000020221201000007400NNE   20220914160557    1W    00000010000010466200000000032GE    GEYKHT  000000000000RA12A063
BI00B32GE    DHTW2250       2022102018000004540              AV 8 W                   CCN000017100000017100FN00000000020221201000017100NNE   20220914160557    1W    00000010000010466200000000032GE    GEYKHT  000000000000RA12A067
BI00B32GE    DHTW2250       2022102018000004543              AV 8 W/B                 CCN000011000000011000FN00000000020221201000011000NNE   20220914160557    1W    00000010000010466200000000032GE    GEYKHT  000000000000RA12A068
BI00B32GE    DHTW2250       2022102018000004550              AV 8 R                   CCN000001400000001400FN00000000020221201000001400NNE   20220914160557    1W    00000010000010466200000000032GE    GEYKHT  000000000000RA12A066
BI00B32GE    DHTW2250       2022102018000004590              AV 8 L                   CCN000006400000006400FN00000000020221201000006400NNE   20220914160557    1W    00000010000010466200000000032GE    GEYKHT  000000000000RA12A065
BI00B32GE    @DHTW2250      20221020181AD2002ZZ              CIVUSAS-S 0.35X2 B       CCN000020700000020700FN00000000020221201000020700NNE   20220914160555    1W    00000045000001713700000000032GE    GEYKHT  000000000000RA12A029
BI00B32GE    @DHTW2250      20221020181AD2003ZZ              CIVUSAS-S 0.35X3 B       CCN000020000000020300FN00000000020221201000020300NNE   20220914160555    1W    00000035000002172100000000032GE    GEYKHT  000000000000RA12A031
BI00B32GE    @DHTW2250      20221020181AD2004ZZ              CIVUSAS-S 0.35X4 B       CCN000029600000029700FN00000000020221201000029700NNE   20220914160555    1W    00000030000002799900000000032GE    GEYKHT  000000000000RA12A032
BI00B32GE    @DHTW2250      20221020181AD2022ZZ              CIVUSAS-S 0.35X2 B(R,G)  CCN000000300000000450FN00000000020221201000000450NNE   20220914160555    1W    00000045000001714000000000032GE    GEYKHT  000000000000RA12A030
BI00B32GE    @DHTW2250      20221020181B32039Z5              AVSSCS 0.5FX1 DGY/L      CCN000001600000001600FN00000000020221201000001600NNE   20220914160555    1W    00000040000002289000000000032GE    GEYKHT  000000000000RA12A033
